start_time,finish_time,duration,rate,SUM,num_id
2845.868305,2909.122073,63.2538,1235.737,78165.06105,3
2853.549184,3092.171765,238.623,669.533,159765.9731,2
2863.858769,2878.252905,14.3941,1306.144,18800.76735,4
2866.856465,2928.064058,61.2076,1247.246,76340.93427,5
2870.793277,2918.47994,47.6867,494.826,23596.61901,6
2899.90207,2920.677627,20.7756,1230.362,25561.50877,4
2902.705683,2903.843173,1.13749,1232.188,1401.601528,7
2953.338723,3064.237923,110.899,662.429,73462.71367,5
2955.45427,3062.161976,106.708,490.413,52330.9904,6
3098.354254,3114.36246,16.0082,1266.19,20269.42276,3
3099.707924,3286.232395,186.524,492.434,91850.75942,6
3115.111915,3165.323751,50.2118,1266.09,63572.65786,2
3118.153073,3452.053254,333.9,492.596,164477.8044,1
3126.853847,3164.512397,37.6586,1256.117,47303.60766,4
3157.628909,3241.091496,83.4626,1230.089,102666.4262,3
3187.764988,3228.67253,40.9075,683.955,27978.88916,7
3223.064886,3293.277869,70.213,903.04,63405.14752,4
3255.715332,3344.260595,88.5453,1238.367,109651.5775,3
3293.840263,3301.295647,7.45538,1378.002,10273.52855,4
3335.303286,3572.357659,237.054,491.626,116541.9098,6
3426.360522,3495.352687,68.9922,1234.385,85162.9368,5
3446.558387,3513.288356,66.73,1238.574,82650.04302,7
3527.348008,3533.173449,5.82544,1280.995,7462.359513,4
3542.180511,3703.211915,161.031,1071.608,172562.1078,7
3574.112752,3698.369095,124.256,660.974,82129.98534,5
3623.37466,3804.212045,180.837,497.197,89911.61389,1
3640.939006,4958.545063,1317.61,39.763,52392.12643,6
3707.723585,3801.034637,93.3111,1228.895,114669.5442,3
3714.765361,3792.116229,77.3509,1230.815,95204.64798,4
3738.108063,3743.306647,5.19858,1488.898,7740.155365,5
3744.028182,3839.146172,95.118,1231.791,117165.4963,5
3806.219701,3846.135727,39.916,489.092,19522.59627,1
3821.684547,3823.338472,1.65392,1047.544,1732.553972,2
3859.725111,3881.377185,21.6521,1308.552,28332.89876,3
3871.056589,3991.662994,120.606,830.253,100133.4933,4
3881.591146,3941.400919,59.8098,497.317,29744.43031,1
3893.757541,3914.672951,20.9154,719.392,15046.37144,7
3930.663323,3932.278304,1.61498,1725.92,2787.326282,7
3938.069673,4167.401045,229.331,672.148,154144.373,5
3948.579382,4071.367308,122.788,494.959,60775.02569,1
4086.390821,4115.215953,28.8251,1273.288,36702.65393,3
4115.912394,4126.19125,10.2789,1389.141,14278.84142,3
4119.26034,4178.587557,59.3272,1233.116,73157.31956,7
4124.221284,4158.292165,34.0709,497.292,16943.186,1
4144.404157,4156.018378,11.6142,1257.117,14600.40826,4
4205.111918,4257.325376,52.2135,658.78,34397.20953,5
4259.261641,4355.402086,96.1404,658.538,63312.10674,5
4345.87373,4394.4177,48.544,1253.453,60847.62243,4
4357.032015,4537.043747,180.012,656.8,118231.8816,5
4407.905798,4445.723267,37.8175,1205.63,45593.91253,2
4463.600076,4476.110601,12.5105,1293.104,16177.37759,4
4484.613403,4520.062129,35.4487,1255.175,44494.32202,4
4547.978458,4554.192573,6.21411,229.284,1424.795997,2
4559.884744,4570.294916,10.4102,526.493,5480.897429,1
4576.767086,4624.073719,47.3066,1229.38,58157.78791,4
4605.401266,4661.557132,56.1559,488.669,27441.6475,1
4613.791147,4648.110871,34.3197,1241.577,42610.55017,7
4642.639962,4649.291399,6.65144,1399.145,9306.329019,5
4663.328346,4693.672548,30.3442,497.873,15107.55789,1
4674.475789,4692.381085,17.9053,1278.978,22900.48478,5
4679.600475,4715.197092,35.5966,1258.627,44802.84187,4
4686.404663,4802.846372,116.442,453.191,52770.46642,7
4695.6576,4771.070901,75.4133,494.635,37302.05765,1
4781.681369,4848.028961,66.3476,1228.953,81538.08206,2
4787.222963,4818.096786,30.8738,1237.111,38194.31759,4
4804.354755,4836.149094,31.7943,1285.114,40859.30005,3
4812.72815,4941.649038,128.921,505.739,65200.37762,1
4816.257862,4922.714013,106.456,526.145,56011.29212,5
4932.710783,5111.728386,179.018,833.117,149142.9391,4
4959.974076,5061.544006,101.57,487.625,49528.07125,1
4981.170258,5203.712181,222.542,720.293,160295.4448,3
5067.251479,5095.01663,27.7652,490.695,13624.24481,1
5096.66591,5116.464679,19.7988,479.827,9499.998808,1
5117.555681,5247.693489,130.138,493.722,64251.99364,1
5125.71369,5174.019954,48.3063,1222.481,59053.53393,5
5126.676755,5141.965502,15.2887,565.452,8645.025992,4
5192.545168,5245.105419,52.5603,1244.095,65390.00643,7
5215.943612,5273.302403,57.3588,1269.896,72839.71068,4
5266.597009,5329.2527,62.6557,500.258,31344.01517,1
5281.744576,5292.085255,10.3407,1313.079,13578.15602,3
5296.951127,5362.383958,65.4328,1240.274,81154.60059,2
5328.340028,5333.125232,4.7852,1069.095,5115.833394,5
5341.000561,5379.472334,38.4718,501.38,19288.99108,1
5381.102048,5415.672833,34.5708,496.163,17152.75184,1
5389.230415,5394.227673,4.99726,936.501,4679.938987,2
5417.240227,5469.366272,52.126,1230.189,64124.83181,5
5417.319162,5455.48332,38.1642,496.272,18939.82386,1
5440.019197,5545.386152,105.367,1241.994,130865.1818,4
5457.132761,5470.237916,13.1052,481.276,6307.218235,1
5471.745832,5485.648266,13.9024,531.809,7393.421442,1
5487.564263,5517.662959,30.0987,503.447,15153.10022,1
5519.267458,5526.759361,7.4919,428.73,3212.002287,1
5520.932209,5590.005488,69.0733,1232.935,85162.88914,5
5528.529884,5541.106847,12.577,501.723,6310.170171,1
5542.762421,5586.622617,43.8602,496.188,21762.90492,1
5563.50211,5666.286117,102.784,491.33,50500.86272,6
5621.544107,5639.792923,18.2488,510.914,9323.567403,1
5641.747243,5650.996158,9.24891,487.46,4508.473669,1
5652.617748,5665.292326,12.6746,525.272,6657.612491,1
5667.390812,5681.231603,13.8408,500.636,6929.202749,1
5681.486798,5739.420977,57.9342,488.769,28316.441,1
5739.829068,5755.345071,15.516,540.756,8390.370096,1
5760.075225,5778.006703,17.9315,482.829,8657.848214,1
5787.855941,5860.178943,72.323,1237.295,89484.88629,5
5843.12696,5866.16413,23.0372,1202.378,27699.42246,7
5954.714343,6022.01469,67.3003,1235.87,83174.42176,2
5958.680791,5981.004779,22.324,1236.623,27606.37185,3
5963.248284,6202.278829,239.031,455.05,108771.0566,6
5993.426753,6002.417674,8.99092,1267.073,11392.15198,3
6027.757464,6032.243609,4.48615,1338.896,6006.48829,4
6111.900169,6356.126211,244.226,656.34,160295.2928,3
6117.641056,6118.620085,0.979029,477.208,467.200471,4
6119.790747,6206.556719,86.766,1095.21,95026.99086,4
6268.246583,6298.534459,30.2879,641.261,19422.44904,5
6274.367425,6314.997452,40.63,1210.593,49186.39359,4
6295.132888,6300.320869,5.18798,4818.716,24999.40223,7
6322.814938,6374.529625,51.7147,41.331,2137.420266,2
6351.703792,6370.054738,18.3509,641.582,11773.60712,5
6384.432136,10030.27009,3645.84,26.273,95787.15432,2
6407.206769,6419.44271,12.2359,5977.071,73134.84305,7
6464.947227,6525.074648,60.1274,498.624,29980.9647,1
6473.004714,6480.011409,7.00669,1350.252,9460.797186,6
6571.234035,6576.16116,4.92712,460.809,2270.46124,1
6587.832858,6613.060668,25.2278,494.674,12479.53674,1
6608.934665,6684.239382,75.3047,1240.728,93432.64982,4
6628.420603,6648.184684,19.7641,1255.632,24816.43641,6
6843.38582,7070.369688,226.984,706.197,160295.4198,3
6847.196955,6852.139698,4.94274,1118.323,5527.579825,4
6890.992591,7142.463392,251.471,401.188,100887.1475,6
6981.131235,6993.046125,11.9149,1193.255,14217.514,4
6997.04402,7006.254945,9.21092,1349.215,12427.51143,4
7039.556965,7082.096579,42.5396,1243.498,52897.90752,4
7107.534248,7114.982697,7.44845,1198,8923.2431,5
7115.018428,7188.223483,73.2051,1178.836,86296.80726,7
7210.04706,7271.048031,61.001,1215.409,74141.16441,3
7278.702718,7283.057011,4.35429,1416.313,6167.037533,6
7371.54089,7374.140955,2.60006,1280.276,3328.794417,7
7385.198941,7428.23495,43.036,1221.169,52554.22908,5
7480.48929,8709.402906,1228.91,109.796,134929.4024,6
7495.086414,7551.515667,56.4293,1234.022,69634.99764,5
7635.199119,7644.955173,9.75605,1245.819,12154.27245,7
7738.274164,7760.961964,22.6878,1127.642,25583.71617,7
7785.104297,7835.400991,50.2967,1199.833,60347.64045,4
7877.596819,7909.150426,31.5536,1243.299,39230.55933,7
8058.860201,8086.305083,27.4449,1292.385,35469.37709,3
8310.801487,8376.113631,65.3121,1240.096,80993.27396,7
8315.447652,8585.06073,269.613,492.476,132777.9318,1
8368.646458,8376.120161,7.4737,1316.607,9839.925736,4
8507.464871,8509.186021,1.72115,841.484,1448.320187,5
8525.312001,8559.274895,33.9629,1116.955,37935.03097,5
8531.37942,8533.12367,1.74425,609.363,1062.881413,3
8640.279282,8705.312911,65.0336,1218.198,79223.80145,4
8668.440173,8673.936247,5.49607,539.789,2966.718129,1
8674.177262,8825.958205,151.781,490.005,74373.44891,1
8757.726527,8808.114597,50.3881,1248.95,62932.2175,7
8876.562827,8879.019945,2.45712,1216.905,2990.081614,4
8899.372447,8967.176068,67.8036,1216.933,82512.43836,7
9021.917941,9036.325942,14.408,1363.531,19645.75465,3
9051.187632,9052.411771,1.22414,362.574,443.8413364,5
9166.667069,9179.365989,12.6989,1343.087,17055.7275,7
9180.317996,9197.033379,16.7154,497.515,8316.162231,1
9209.036914,9268.232395,59.1955,1240.515,73432.90568,5
9238.105001,9477.220211,239.115,492.127,117674.9476,1
9341.537978,9411.192719,69.6547,1239.906,86365.28046,7
9358.927412,9413.002724,54.0753,1238.835,66990.37428,3
9515.54905,9517.131061,1.58201,1011.472,1600.158819,5
9579.981694,9622.324423,42.3427,500.479,21191.63215,1
9607.287002,9653.424395,46.1374,1166.238,53807.1891,5
9653.107515,9866.94595,213.838,493.297,105485.6439,1
9655.429989,9656.067892,0.637903,238.03,151.8400511,5
9706.557369,9800.28344,93.7261,1239.065,116132.7301,5
9720.815836,9759.998481,39.1826,1259.484,49349.85778,7
9806.481228,9809.041443,2.56021,1245.458,3188.634026,5
9811.932734,9829.102606,17.1699,1296.277,22256.94646,7
9821.291523,9837.994867,16.7033,1271.81,21243.42397,3
9831.141303,9841.403341,10.262,1108.832,11378.83398,7
9910.729076,9964.061547,53.3325,1258.848,67137.51096,3
9972.504027,10012.47252,39.9685,1247.022,49841.59881,7
10029.02003,10118.10204,89.082,490.541,43698.37336,1
10054.12608,10099.88396,45.7579,652.912,29875.882,5
10113.23276,10213.0192,99.7864,1230.377,122774.8915,5
10138.42801,10198.08493,59.6569,1237.921,73850.5293,3
10182.68331,10515.18749,332.504,492.857,163876.9239,1
10207.23531,10209.12839,1.89308,1239.896,2347.22232,3
10217.2179,10284.37941,67.1615,1234.538,82913.42389,6
10235.72874,10268.58646,32.8577,653.357,21467.8083,2
10261.15038,10261.78749,0.637109,238.327,151.8402766,5
10276.38154,10328.12466,51.7431,1224.136,63340.59146,5
10336.83413,10348.1109,11.2768,1302.418,14687.1073,7
10340.6832,10389.19835,48.5151,1258.639,61062.99695,5
10359.98378,10579.59819,219.614,492.538,108168.2403,6
10371.61457,10377.81764,6.20307,5835.072,36195.36007,7
10400.36679,10405.06463,4.69784,1308.399,6146.649158,5
10405.98145,10441.27393,35.2925,1267.886,44746.86666,5
10410.95169,10417.86061,6.90892,5922.099,40915.30822,7
10425.99845,10515.43179,89.4333,1234.217,110380.0992,2
10433.10439,10441.98486,8.88047,1202.407,10677.93929,4
10459.95465,10625.20481,165.25,407.283,67303.51575,7
10501.33942,10527.078,25.7386,1210.275,31150.78412,3
10513.70455,10520.18231,6.47776,1310.196,8487.135241,4
10524.77368,10549.00999,24.2363,1286.959,31191.12441,5
10530.57105,10556.37086,25.7998,1239.322,31974.25974,2
10557.66235,10592.02481,34.3625,1262.52,43383.3435,3
10569.67075,10592.18511,22.5144,1284.227,28913.60037,5
10570.41478,10724.11684,153.702,492.423,75686.39995,1
10616.77972,10684.92833,68.1486,1245.625,84887.59988,4
10636.74867,10710.1364,73.3877,1240.192,91014.83844,3
10650.09425,10740.33766,90.2434,1243.439,112212.1631,7
10752.49209,10911.30167,158.81,495.26,78652.2406,2
10759.43704,10777.24961,17.8126,668.41,11906.11997,6
10769.71675,10960.15363,190.437,493.819,94041.4089,1
10811.99646,10822.09058,10.0941,1229.421,12409.89852,5
10855.51285,10856.26917,0.756319,277.978,210.240043,5
10857.57134,10932.55406,74.9827,1133.855,85019.50931,5
10973.4148,10981.00901,7.5942,1195.085,9075.714507,5
11124.26586,11156.13962,31.8738,1256.338,40044.26614,4
11190.66082,11194.0908,3.42998,1334.865,4578.560253,5
11214.64208,11347.17905,132.537,1237.628,164031.5022,5
11220.01836,11226.21695,6.19859,1252.328,7762.667818,7
11230.5831,11317.12756,86.5445,494.989,42838.57551,1
11261.76566,11288.27609,26.5104,1271.539,33709.00751,2
11263.95297,11275.09629,11.1433,1239.54,13812.56608,3
11277.22854,11293.04958,15.821,1228.722,19439.61076,7
11286.60342,11348.1863,61.5829,500.077,30796.19188,6
11304.69083,11315.97811,11.2873,1231.875,13904.54269,7
11322.84407,11339.93768,17.0936,1293.014,22102.26411,7
11352.32243,11406.14253,53.8201,1249.482,67247.24619,3
11373.35286,11430.9159,57.563,498.856,28715.64793,1
11380.28813,11426.55201,46.2639,1205.574,55774.55498,7
11462.29434,11464.87662,2.58227,1152.895,2977.086172,4
11535.25356,11574.28023,39.0267,1244.796,48580.28005,7
11602.41199,11663.58982,61.1778,1226.755,75050.17204,7
11679.53704,11911.21743,231.68,494.131,114480.2701,1
11730.6096,11785.2235,54.6139,652.757,35649.60552,5
11764.90023,11865.23114,100.331,1232.944,123702.5045,7
11870.0076,11932.1651,62.1575,1232.247,76593.3929,5
11924.24806,11928.0862,3.83815,496.031,1903.841383,6
11938.96506,12091.18902,152.224,489.994,74588.84666,1
11939.23999,12073.34468,134.105,493.708,66208.71134,2
12102.90982,12137.05222,34.1424,1269.901,43357.4679,7
12325.69123,12426.11543,100.424,1240.764,124602.4839,4
12349.50834,12378.40922,28.9009,395.034,11416.83813,7
12382.6901,12390.75345,8.06335,241.519,1947.452229,7
12476.48243,12617.0909,140.608,493.234,69352.64627,1
12522.83051,12602.76372,79.9332,204.494,16345.8598,2
12583.54576,12586.10486,2.55911,1533.534,3924.482195,4
12586.77643,12638.85664,52.0802,1250.98,65151.2886,4
12672.16323,12768.90083,96.7376,1220.675,118085.1699,4
12706.00127,12739.84638,33.8451,1258.89,42607.25794,3
12761.63844,12849.32983,87.6914,1234.225,108230.9182,5
12782.84504,12905.08852,122.243,495.059,60517.49734,1
12826.52736,12830.13903,3.61166,1469.039,5305.669395,3
12834.0529,12837.13641,3.08351,1314.399,4052.96246,3
12837.83598,12843.43451,5.59853,1181.115,6612.507761,3
13012.64552,13162.11425,149.469,1168.287,174622.6896,4
13049.28769,13156.88641,107.599,1228.819,132219.6956,5
13066.12362,13318.05406,251.93,492.872,124169.243,6
13259.15061,13259.56181,0.411198,2925.702,1203.042811,4
13262.32381,13272.07485,9.75104,1182.746,11533.00356,4
13297.6306,13411.92672,114.296,1230.733,140667.859,4
13297.79794,13323.86683,26.0689,1244.155,32433.75228,5
13328.86242,13337.00009,8.13767,516.708,4204.79919,6
13345.40643,13351.97786,6.57143,474.563,3118.557535,6
13352.46441,13364.0293,11.5649,1326.751,15343.74264,3
13414.25792,13427.95779,13.6999,1268.236,17374.70638,3
13418.87459,13476.23005,57.3555,1261.096,72330.79163,5
13446.10774,13450.04441,3.93667,528.122,2079.042034,6
13458.44004,13468.9342,10.4942,510.036,5352.419791,6
13469.2175,13477.07024,7.85275,1164.983,9148.320253,4
13513.44033,13520.03034,6.59,1274.342,8397.91378,4
13524.56286,13553.09846,28.5356,1257.444,35881.91901,7
13533.89352,13553.97103,20.0775,1285.57,25811.03168,5
13537.12316,13714.23243,177.109,490.492,86870.54763,1
13557.03043,13638.74776,81.7173,668.063,54592.30459,7
13591.38906,13625.11097,33.7219,902.881,30446.86279,4
13627.17328,13656.96116,29.7879,1249.757,37227.63654,4
13644.46421,13678.86465,34.4004,1236.446,42534.23698,2
13695.59005,13782.83518,87.2451,1146.005,99983.32083,4
13715.68614,13755.28825,39.6021,493.387,19539.16131,6
13749.21455,13825.09316,75.8786,1003.058,76110.63676,2
13756.16307,13771.353,15.1899,481.319,7311.187478,1
13802.51255,13835.29383,32.7813,1255.917,41170.59195,4
13827.97767,13945.37566,117.398,1230.932,144508.9549,7
13903.36079,13980.86775,77.507,978.093,75809.05415,2
13961.04044,13996.14343,35.103,981.714,34461.10654,4
13969.04931,14272.1835,303.134,492.383,149258.0283,6
14007.26611,14079.87603,72.6099,1229.856,89299.72117,7
14057.96804,14196.04788,138.08,1210.293,167117.2574,4
14063.04399,14066.99924,3.95525,1102.228,4359.587297,2
14084.72282,14093.08972,8.3669,1375.532,11508.93869,2
14171.16364,14194.93129,23.7676,1229.189,29214.87248,3
14196.75755,14214.8841,18.1266,1260.372,22846.2591,4
14228.08089,14239.9199,11.839,1261.822,14938.71066,4
14249.92384,14260.97321,11.0494,1268.15,14012.29661,4
14259.62479,14389.31451,129.69,1238.579,160631.3105,7
14277.09755,14390.11535,113.018,1227.951,138780.5661,2
14283.44425,14333.91313,50.4689,1240.109,62586.93711,3
14289.98892,14391.29532,101.306,494.846,50130.86888,1
14300.92474,14307.09458,6.16984,1249.433,7708.801701,4
14334.69412,14410.0471,75.353,1193.802,89956.56211,3
14335.10458,14355.04462,19.94,1199.68,23921.6192,5
14520.77512,14599.81588,79.0408,89.254,7054.707563,5
14550.24998,14648.65634,98.4064,681.885,67101.84806,7
14552.98461,14575.01765,22.033,1280.995,28224.16284,4
14554.26418,14690.00209,135.738,492.304,66824.36035,1
14601.09475,14610.02244,8.92769,1298.084,11588.89155,5
14612.60658,14623.17217,10.5656,1250.978,13217.33316,5
14673.29298,14690.23824,16.9453,510.066,8643.22139,2
14705.41488,14765.17788,59.763,89.902,5372.813226,7
14772.40435,14849.93989,77.5355,493.312,38249.19258,6
14783.66906,14815.08821,31.4191,1250.591,39292.44369,7
14823.08589,14881.01734,57.9314,1223.372,70871.65268,5
14825.76322,14892.94546,67.1822,1230.541,82670.45157,3
14849.49657,14891.09005,41.5935,1249.197,51958.47542,7
14904.55461,15066.93279,162.378,497.698,80815.20584,6
15073.0049,15102.14842,29.1435,1262.346,36789.18065,7
15086.74775,15192.98549,106.238,1155.729,122782.3375,4
15140.80795,15169.29831,28.4904,1285.399,36621.53167,7
15142.2899,15228.15935,85.8695,1230.274,105643.0132,3
15209.51881,15217.69726,8.17844,1208.716,9885.411283,7
15245.94701,15261.18316,15.2362,1285.781,19590.41647,2
15272.05332,15285.20851,13.1552,1284.425,16896.86776,2
15275.79521,15357.02922,81.234,82.028,6663.462552,7
15279.78755,15397.90084,118.113,494.374,58391.99626,6
15292.54483,15397.39782,104.853,828.099,86828.66445,3
15346.8997,15354.81783,7.91812,503.008,3982.877705,1
15463.60356,15679.16607,215.563,482.338,103974.2263,1
15466.07514,15494.84877,28.7736,1210.701,34836.22629,3
15475.20942,15553.99618,78.7868,491.882,38753.80876,6
15495.3398,15547.91407,52.5743,1235.937,64978.52262,5
15541.29899,15635.98357,94.6846,1236.675,117094.0777,3
15541.83143,15546.89374,5.0623,1428.223,7230.093293,4
15600.3777,15685.98115,85.6034,1155.746,98935.78714,4
15656.21128,15665.86848,9.6572,1178.442,11380.45008,3
15663.97486,15721.37794,57.4031,652.582,37460.2298,5
15668.55787,15699.01556,30.4577,1243.275,37867.29697,3
15700.60996,15725.13783,24.5279,946.665,23219.70445,4
15725.83077,15730.85429,5.02352,1364.813,6856.165402,3
15726.77037,15737.243,10.4726,1079.461,11304.76327,5
15733.40416,15736.12933,2.72517,1354.367,3690.880317,3
15755.106,15763.20536,8.09935,1335.741,10818.63387,3
15763.99252,15778.85488,14.8624,1215.952,18071.965,3
15779.27841,15801.08505,21.8066,1250.674,27272.94765,4
15808.45624,15856.02787,47.5716,1249.454,59438.52591,3
15842.77222,15847.94314,5.17091,515.004,2663.039334,6
15848.03313,15850.26917,2.23604,558.917,1249.760769,6
15850.69168,15862.92493,12.2332,500.544,6123.254861,6
15862.93458,15869.11002,6.17544,1409.092,8701.7631,5
15873.85244,15886.11184,12.2594,456.316,5594.16037,6
15888.29382,15903.88061,15.5868,476.778,7431.44333,6
